protection,endpoint,missing_case,ice_unknown_in_either_period,environment_gate_changed,cost_gate_changed,L1_historical_gwh,L1_future_gwh,L1_change_gwh,L1_generation_effect_gwh,L1_admission_effect_gwh,L2_historical_gwh,L2_future_gwh,L2_change_gwh,L2_generation_effect_gwh,L2_admission_effect_gwh,L2_entry,L2_exit,L2_entry_with_unknown_ice,L2_admission_effect_unknown_ice_gwh,L3_historical_gwh,L3_future_gwh,L3_change_gwh,L3_generation_effect_gwh,L3_admission_effect_gwh,L3_entry,L3_exit,L3_entry_with_unknown_ice,L3_admission_effect_unknown_ice_gwh,L3_entry_environment_only,L3_entry_cost_only,L3_entry_both_gates,model,experiment,period,ice_error_case
conservative,lower,unadjusted,8524,10455,2221,15929814.759277975,15754169.639889617,-175645.11938835756,-175645.11938835756,0.0,3661269.9542284994,4046200.0150944376,384930.0608659385,-20212.86359530388,405142.92446124234,10415,40,515,53790.980317537025,539761.8779957737,555732.7677550071,15970.88975923346,-4245.456602583413,20216.34636181687,318,33,122,11887.578608223299,130,188,0,MPI-ESM1-2-LR,ssp585,2031_2050,historical_error_shorter_ice
conservative,upper,restricted,8524,9906,2200,15929814.759277975,15754169.639889617,-175645.11938835756,-175645.11938835756,0.0,4282832.378786964,4610937.753325547,328105.3745385826,-21964.993149414357,350070.36768799694,9906,0,6,221.94144850820942,1292963.7965221866,1294323.7965448657,1360.0000226792017,-14147.40314169479,15507.403164373989,401,55,37,601.0777369321305,12,389,0,MPI-ESM1-2-LR,ssp585,2031_2050,historical_error_shorter_ice
conservative,upper,unadjusted,8524,9906,2221,15929814.759277975,15754169.639889617,-175645.11938835756,-175645.11938835756,0.0,4359747.767500643,4688641.641133441,328893.87363279815,-22777.712323098393,351671.58595589653,9906,0,6,319.6418121912308,1369607.1962361631,1370947.5359528866,1340.3397167232843,-14859.497573009685,16199.837289732966,401,57,36,537.5443419943736,12,389,0,MPI-ESM1-2-LR,ssp585,2031_2050,historical_error_shorter_ice
core,lower,restricted,8524,10820,2200,15929814.759277975,15754169.639889617,-175645.11938835756,-175645.11938835756,0.0,4885914.716615793,5297567.681218302,411652.964602508,-16557.422403928886,428210.3870064369,10773,47,573,57784.47830833111,748484.0901347292,770174.7996685624,21690.709533833302,-1116.1095642978876,22806.81909813119,387,38,130,10669.35628226429,138,249,0,MPI-ESM1-2-LR,ssp585,2031_2050,historical_error_shorter_ice
core,lower,unadjusted,8524,10820,2221,15929814.759277975,15754169.639889617,-175645.11938835756,-175645.11938835756,0.0,4990789.336331117,5405467.86558715,414678.5292560329,-17138.93700811766,431817.4662641506,10773,47,573,59826.367148660116,791722.963601865,815587.2835477246,23864.319945859657,-1215.9263220216399,25080.246267881295,391,38,130,12195.917330404536,138,253,0,MPI-ESM1-2-LR,ssp585,2031_2050,historical_error_shorter_ice
core,upper,restricted,8524,10209,2200,15929814.759277975,15754169.639889617,-175645.11938835756,-175645.11938835756,0.0,5702528.462040611,6054213.687430378,351685.2253897673,-19026.052590689065,370711.27798045636,10209,0,9,285.3692823506078,1810315.6887243122,1820716.0499115414,10400.361187229217,-10740.120197446762,21140.481384675975,485,64,44,717.438172479879,14,471,0,MPI-ESM1-2-LR,ssp585,2031_2050,historical_error_shorter_ice
core,upper,unadjusted,8524,10209,2221,15929814.759277975,15754169.639889617,-175645.11938835756,-175645.11938835756,0.0,5813711.403457846,6166511.162906742,352799.7594488962,-19574.409312627864,372374.1687615241,10209,0,9,383.0696460336292,1915201.459680149,1927074.3842865885,11872.924606439414,-11152.481355708362,23025.40596214777,488,66,43,663.9464361951278,14,474,0,MPI-ESM1-2-LR,ssp585,2031_2050,historical_error_shorter_ice
conservative,lower,restricted,8754,33488,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,3202969.1023642085,4419514.811524429,1216545.709160221,-3243.6864073773136,1219789.3955675983,33466,22,1015,92245.10051443028,509591.82494149316,553223.4495820472,43631.62464055402,1804.8262456512828,41826.79839490273,770,13,312,21571.060627134448,356,410,4,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,unadjusted,8754,33488,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,3273091.2617936786,4497220.121847315,1224128.8600536364,-4123.047874494202,1228251.9079281306,33466,22,1015,94800.54969292616,539273.7076754981,585343.1843235571,46069.47664805888,1630.3087866434246,44439.167861415444,766,13,312,23434.63262510959,356,406,4,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,restricted,8754,32481,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,3895880.8910473012,5020232.172167755,1124351.2811204535,-4177.987872371876,1128529.2689928254,32481,0,30,984.973939657215,1291618.6509317972,1341323.5017944323,49704.85086263509,-1837.9219542157912,51542.77281685087,916,30,51,2069.67125690255,64,847,5,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,upper,unadjusted,8754,32481,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,3971569.075065822,5100947.996570984,1129378.9215051623,-5143.407076609409,1134522.3285817716,32481,0,30,1070.9703465672321,1368213.9412549762,1418990.2558311608,50776.31457618457,-2517.0534028295738,53293.36797901414,918,30,50,2058.5553350481714,64,849,5,MPI-ESM1-2-LR,ssp585,2081_2100,central
core,lower,restricted,8754,34842,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4472360.504987216,5750062.423289705,1277701.9183024892,-1119.4454469921402,1278821.3637494815,34817,25,1119,99389.78031635308,748032.9891227153,802541.7735264939,54508.78440377866,6693.658272593694,47815.12613118496,875,15,329,22022.545432272156,373,498,4,MPI-ESM1-2-LR,ssp585,2081_2100,central
core,lower,unadjusted,8754,34842,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4576003.660295937,5861865.4302777685,1285861.769981831,-1741.86086171368,1287603.6308435448,34817,25,1119,102184.88503062086,791227.7108586599,848712.2009800011,57484.49012134125,6842.887840594672,50641.60228074657,866,15,329,23934.650683218504,373,489,4,MPI-ESM1-2-LR,ssp585,2081_2100,central
core,upper,restricted,8754,33741,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,5288974.250412033,6468807.479852516,1179833.2294404837,-1184.3456550157598,1181017.5750954996,33741,0,43,1585.9916623712022,1808964.2939372202,1870192.1430153884,61227.84907816802,4366.66458713914,56861.18449102887,1040,35,60,2550.8198661248243,66,969,5,MPI-ESM1-2-LR,ssp585,2081_2100,central
core,upper,unadjusted,8754,33741,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,5398925.727422666,6584124.089392984,1185198.3619703185,-1892.3719118868344,1187090.7338822053,33741,0,43,1671.9880692812192,1913801.1222760326,1977511.3759214906,63710.253645458026,4049.4469715057685,59660.806673952255,1036,35,59,2553.3087457489387,66,965,5,MPI-ESM1-2-LR,ssp585,2081_2100,central
conservative,lower,restricted,8754,25254,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,2901460.15674876,4041019.762991599,1139559.606242839,1240.680813744466,1138318.9254290946,25238,16,1015,92324.35830485207,504391.06578663195,552988.6139119406,48597.548125308625,1907.3225825631343,46690.22554274549,880,9,312,21571.060627134448,466,404,10,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,unadjusted,8754,25254,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,2970463.011193683,4117905.5665003583,1147442.5553066751,394.6575042386064,1147047.8978024365,25238,16,1015,94879.80748334795,533582.9167920934,585085.9811628865,51503.06437079301,1743.406690845899,49759.6576799471,877,9,312,23434.63262510959,467,401,9,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,restricted,8754,24259,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,3594371.9454318527,4641737.123634924,1047365.1782030715,306.3793487499038,1047058.7988543215,24259,0,36,1064.2317300790048,1281810.9040482307,1340867.3344206526,59056.43037242187,-1635.460555365715,60691.89092778758,1074,25,51,2069.67125690255,222,838,14,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,upper,unadjusted,8754,24259,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,3668940.824465826,4721633.441224027,1052692.616758201,-625.7016978766005,1053318.3184560777,24259,0,36,1150.2281369890218,1357653.7965674077,1418508.8235453581,60855.02697795047,-2295.779058937894,63150.80603688835,1077,25,50,2058.5553350481714,223,841,13,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,restricted,8754,27083,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4135201.2663897565,5362235.831041253,1227034.5646514972,4143.266736427706,1222891.2979150694,27064,19,1119,99469.03810677487,742255.503977609,802306.9378563873,60051.43387877837,6813.920554558986,53237.51332421938,993,11,329,22022.545432272156,491,492,10,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,lower,unadjusted,8754,27083,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4237189.338551888,5473219.331215192,1236029.9926633025,3564.598247784574,1232465.394415518,27064,19,1119,102264.14282104265,784953.1065735702,848454.9978193307,63501.89124576047,6973.920178875456,56527.971066885,985,11,329,23934.650683218504,492,484,9,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,restricted,8754,25994,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4951815.011814574,6080980.887604065,1129165.8757894917,4078.3665284040867,1125087.5092610875,25994,0,49,1665.2494527929919,1798446.6406849008,1869721.5222260049,71274.88154110403,4586.709246143366,66688.17229496065,1209,30,60,2550.8198661248243,235,960,14,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
core,upper,unadjusted,8754,25994,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,5060111.405678617,6195477.990330406,1135366.5846517899,3414.08719761142,1131952.4974541783,25994,0,49,1751.2458597030088,1902512.6180741496,1977014.5506264544,74501.93255230474,4288.480847881933,70213.45170442281,1206,30,59,2553.3087457489387,236,957,13,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_longer_ice
conservative,lower,restricted,8754,37681,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,3589920.5901038717,4705692.09982219,1115771.509718318,-9981.864464095583,1125753.3741824136,37648,33,1015,92189.46794411312,510036.6767568044,553237.5467853625,43200.87002855816,1793.0912914953171,41407.778737062836,734,16,312,21571.060627134448,320,414,0,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,unadjusted,8754,37681,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,3661269.9542284994,4784210.181257369,1122940.2270288696,-10951.069523196817,1133891.2965520662,37648,33,1015,94744.917122609,539761.8779957737,585358.7919415133,45596.91394573971,1616.8273998282095,43980.086545911494,730,16,312,23434.63262510959,320,410,0,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,upper,restricted,8754,36652,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4282832.378786964,5306409.460465515,1023577.0816785503,-10916.165929090144,1034493.2476076406,36652,0,19,929.341369340062,1292963.7965221866,1341337.5989977478,48373.802475561206,-1899.8109883634409,50273.61346392464,864,33,51,2069.67125690255,12,852,0,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,upper,unadjusted,8754,36652,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4359747.767500643,5387938.055981038,1028190.2884803953,-11971.428725312024,1040161.7172057073,36652,0,19,1015.337776250079,1369607.1962361631,1419005.8634491172,49398.66721295388,-2580.9186330641296,51979.585846018,866,33,50,2058.5553350481714,12,854,0,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,restricted,8754,38499,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4885914.716615793,6046126.76465215,1160212.048036356,-8773.324952556693,1168985.3729889127,38457,42,1119,99289.4723763829,748484.0901347292,802555.8707298094,54071.780595080236,6681.7602927076405,47390.02030237259,839,19,329,22022.545432272156,337,502,0,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,lower,unadjusted,8754,38499,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,4990789.336331117,6158787.637371946,1167998.3010408294,-9485.773139065237,1177484.0741798945,38457,42,1119,102084.57709065067,791722.963601865,848727.8085979575,57004.84499609251,6829.221691285356,50175.623304807144,830,19,329,23934.650683218504,337,493,0,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,restricted,8754,37364,5175,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,5702528.462040611,6764871.821214962,1062343.3591743505,-8838.225160580312,1071181.5843349309,37364,0,26,1485.683722401006,1810315.6887243122,1870206.2402187039,59890.55149439158,4304.612527261403,55585.93896713017,988,39,60,2550.8198661248243,14,974,0,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
core,upper,unadjusted,8754,37364,5229,15929814.759277975,15540341.119218068,-389473.6400599055,-389473.6400599055,0.0,5813711.403457846,6881046.296487162,1067334.8930293166,-9636.284189238391,1076971.177218555,37364,0,26,1571.680129311023,1915201.459680149,1977526.983539447,62325.52385929776,3985.396978777113,58340.12688052064,984,39,59,2553.3087457489387,14,970,0,MPI-ESM1-2-LR,ssp585,2081_2100,historical_error_shorter_ice
conservative,lower,restricted,8470,6477,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,3464786.5400728397,3906977.388356406,442190.8482835662,100794.99173541667,341395.85654814955,6456,21,212,30992.375709120337,611962.4333615241,654309.0584813447,42346.62511982055,24959.4748646766,17387.150255143955,394,0,46,6461.833423516602,93,291,10,MRI-ESM2-0,ssp126,2031_2050,central
conservative,lower,unadjusted,8470,6477,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,3537913.95154165,3985297.7042554845,447383.7527138342,102898.0739073575,344485.6788064767,6456,21,212,32570.437964392564,643522.4218309902,689257.3700312073,45734.94820021716,26021.136932924674,19713.811267292484,390,0,46,7908.723338098078,93,287,10,MRI-ESM2-0,ssp126,2031_2050,central
conservative,upper,restricted,8470,6263,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,4206318.6527130045,4645882.191967582,439563.53925457795,128761.24746041816,310802.29179415974,6262,1,18,398.810955130563,1530950.978723923,1609182.65591595,78231.677192027,58845.524836661636,19386.15235536536,578,0,82,1084.1176531133513,78,489,11,MRI-ESM2-0,ssp126,2031_2050,central
conservative,upper,unadjusted,8470,6263,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,4285251.894396489,4728890.566069031,443638.67167254275,131119.96988250638,312518.7017900364,6262,1,18,603.4609479522202,1612466.02614161,1694515.7850111022,82049.7588694922,61562.290664127206,20487.468205364992,573,0,82,1128.1501622116407,78,484,11,MRI-ESM2-0,ssp126,2031_2050,central
core,lower,restricted,8470,7038,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,4827077.63548603,5343624.472660278,516546.83717424824,137485.39087146378,379061.44630278443,7014,24,272,37020.35207428394,890058.3480813954,956163.6872626564,66105.33918126095,36012.878967045945,30092.460214215003,837,0,55,6682.781009722704,101,724,12,MRI-ESM2-0,ssp126,2031_2050,central
core,lower,unadjusted,8470,7038,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,4936071.889229732,5459430.432294487,523358.54306475585,140933.08965884717,382425.45340590866,7014,24,272,38867.336817195224,937239.0108704197,1008293.8361433842,71054.82527296462,37765.796590242004,33289.028682722615,835,0,55,8158.209448616155,101,722,12,MRI-ESM2-0,ssp126,2031_2050,central
core,upper,restricted,8470,6761,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,5702881.585728482,6214556.829054374,511675.24332589214,169235.3381422611,342439.90518363105,6760,1,18,398.810955130563,2121651.5621161642,2233933.115928136,112281.55381197149,78207.38645227697,34074.16735969451,1131,0,132,2000.3652329516349,80,1040,11,MRI-ESM2-0,ssp126,2031_2050,central
core,upper,unadjusted,8470,6761,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,5818403.531549376,6335539.751266946,517136.21971756965,172974.64218090402,344161.57753666566,6760,1,18,603.4609479522202,2235274.5500362385,2353517.1086018877,118242.55856564916,82126.56908455274,36115.98948109642,1128,0,132,2086.5026233313856,80,1037,11,MRI-ESM2-0,ssp126,2031_2050,central
conservative,lower,restricted,8470,5151,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,3122481.5079363007,3479804.6147315037,357323.10679520277,95236.28923524043,262086.8175599623,5145,6,212,31124.129344065568,601887.3330156216,645263.3770199555,43376.04400433389,24654.160231071226,18721.88377326266,420,0,46,6461.833423516602,152,256,12,MRI-ESM2-0,ssp126,2031_2050,historical_error_longer_ice
conservative,lower,unadjusted,8470,5151,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,3194304.195021353,3556564.6302288263,362260.43520747346,97327.37780858067,264933.05739889276,5145,6,212,32716.56723375127,632629.6964083306,679285.6692156965,46655.97280736598,25688.153373637513,20967.819433728462,416,0,46,7908.723338098078,152,252,12,MRI-ESM2-0,ssp126,2031_2050,historical_error_longer_ice
conservative,upper,restricted,8470,4965,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,3864013.620576466,4218709.418342681,354695.79776621447,123202.54496024192,231493.25280597253,4965,0,32,530.5645900757931,1512694.1765394334,1595753.012297082,83058.83575764854,58308.75545642224,24750.08030122631,619,0,82,1084.1176531133513,161,447,11,MRI-ESM2-0,ssp126,2031_2050,historical_error_longer_ice
conservative,upper,unadjusted,8470,4965,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,3941642.137876191,4300157.492042373,358515.354166182,125549.27378372956,232966.08038245243,4965,0,32,749.5902173109228,1592894.1518773346,1679911.8537512398,87017.70187390514,60978.86777260622,26038.83410129891,614,0,82,1128.1501622116407,161,442,11,MRI-ESM2-0,ssp126,2031_2050,historical_error_longer_ice
core,lower,restricted,8470,5736,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,4443412.328984978,4873013.90072582,429601.57174084213,131363.67059254312,298237.90114829905,5730,6,271,36847.27161925108,879348.8738693106,947101.0444794146,67752.17061010392,35701.48973717952,32050.680872924393,869,0,55,6682.781009722704,166,689,14,MRI-ESM2-0,ssp126,2031_2050,historical_error_longer_ice
core,lower,unadjusted,8470,5736,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,4550484.265613824,4987206.345697875,436722.0800840508,134797.60124306544,301924.47884098534,5730,6,271,38708.63199657583,925704.2615728196,998305.1740060208,72600.9124332012,37426.606556021514,35174.30587717968,867,0,55,8158.209448616155,166,687,14,MRI-ESM2-0,ssp126,2031_2050,historical_error_longer_ice
core,upper,restricted,8470,5495,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,5319216.27922743,5743946.257119916,424729.9778924861,163113.61786334042,261616.36002914564,5494,1,35,225.73050009769722,2102493.309849074,2220329.4001923962,117836.09034332242,77661.36816424674,40174.722179075674,1180,0,132,2000.3652329516349,171,997,12,MRI-ESM2-0,ssp126,2031_2050,historical_error_longer_ice
core,upper,unadjusted,8470,5495,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,5432815.907933469,5863315.664670334,430499.7567368646,166839.1537651223,263660.60297174234,5494,1,35,444.7561273328269,2214782.411943777,2338738.487651519,123956.07570774185,81533.56075412301,42422.51495361884,1177,0,132,2086.5026233313856,171,994,12,MRI-ESM2-0,ssp126,2031_2050,historical_error_longer_ice
conservative,lower,restricted,8470,7837,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,3910050.37456268,4371130.859905102,461080.4853424229,103398.35535859705,357682.12998382584,7807,30,212,30886.542912440716,613351.450027591,654983.039036857,41631.589009266034,24984.663836204203,16646.92517306183,354,0,46,6461.833423516602,49,302,3,MRI-ESM2-0,ssp126,2031_2050,historical_error_shorter_ice
conservative,lower,unadjusted,8470,7837,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,3984630.973336158,4451076.60518794,466445.6318517825,105499.71304366023,360945.9188081223,7807,30,212,32464.605167712944,644994.876868411,689973.7149394132,44978.83807100224,26048.43507167669,18930.40299932555,350,0,46,7908.723338098078,49,298,3,MRI-ESM2-0,ssp126,2031_2050,historical_error_shorter_ice
conservative,upper,restricted,8470,7605,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,4651582.487202845,5110035.663516279,458453.1763134346,131364.61108359855,327088.56522983604,7604,1,9,292.9781584509416,1535886.5348877,1612135.9368774858,76249.4019897857,58910.41733920097,17338.984650584738,515,0,82,1084.1176531133513,8,507,0,MRI-ESM2-0,ssp126,2031_2050,historical_error_shorter_ice
conservative,upper,unadjusted,8470,7605,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,4731968.916190996,5194669.467001487,462700.550810491,133721.6090188091,328978.9417916819,7604,1,9,497.6281512725988,1617507.4649998625,1697716.294751502,80208.82975163951,61629.91338590172,18578.9163657378,510,0,82,1128.1501622116407,8,502,0,MRI-ESM2-0,ssp126,2031_2050,historical_error_shorter_ice
core,lower,restricted,8470,8161,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,5304011.85835387,5831727.837232922,527715.9788790522,140148.71727640618,387567.2616026461,8128,33,272,36914.51927760432,891462.8986071894,956845.276262694,65382.37765550463,36038.395054753484,29343.982600751144,796,0,55,6682.781009722704,56,735,5,MRI-ESM2-0,ssp126,2031_2050,historical_error_shorter_ice
core,lower,unadjusted,8470,8161,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,5414464.554992287,5949212.526904246,534747.9719119584,143594.6983440213,391153.27356793714,8128,33,272,38761.504020515604,938727.9914602366,1009018.8039553857,70290.81249514909,37793.44461177515,32497.367883373943,794,0,55,8158.209448616155,56,733,5,MRI-ESM2-0,ssp126,2031_2050,historical_error_shorter_ice
core,upper,restricted,8470,7866,7044,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,6179815.808596322,6702660.1936270185,522844.38503069617,171898.6645472035,350945.7204834927,7865,1,9,292.9781584509416,2126763.724616339,2236917.055664158,110153.33104781887,78274.61860396192,31878.712443856944,1068,0,132,2000.3652329516349,10,1058,0,MRI-ESM2-0,ssp126,2031_2050,historical_error_shorter_ice
core,upper,unadjusted,8470,7866,7054,17984559.53491846,18237440.02961654,252880.49469808038,252880.49469808038,0.0,6296796.197311932,6825321.845876705,528525.6485647722,175636.25086607813,352889.3976986941,7865,1,9,497.6281512725988,2240494.574023883,2356751.4207165292,116256.84669264649,82196.57777957644,34060.26891307005,1065,0,132,2086.5026233313856,10,1055,0,MRI-ESM2-0,ssp126,2031_2050,historical_error_shorter_ice
conservative,lower,restricted,8503,3789,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,3464786.5400728397,3854282.115332625,389495.57525978563,160541.58371197016,228953.99154781547,3681,108,170,26946.073741376833,611962.4333615241,672139.2484681462,60176.81510662201,38580.04032849156,21596.774778130453,509,0,43,6385.990348307755,68,425,16,MRI-ESM2-0,ssp126,2081_2100,central
conservative,lower,unadjusted,8503,3789,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,3537913.95154165,3933424.24425622,395510.2927145695,164130.64407716566,231379.64863740382,3681,108,170,28525.240232448064,643522.4218309902,708288.6793287167,64766.257497726525,40333.96226752253,24432.295230203985,505,0,43,7832.001910785685,68,421,16,MRI-ESM2-0,ssp126,2081_2100,central
conservative,upper,restricted,8503,3606,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,4206318.6527130045,4614816.6200196305,408497.96730662574,205349.50179135046,203148.46551527528,3524,82,13,1140.547708836657,1530950.978723923,1650282.6882253333,119331.70950141046,93675.90314137097,25655.80636003948,747,0,89,1178.4538802872514,54,675,18,MRI-ESM2-0,ssp126,2081_2100,central
conservative,upper,unadjusted,8503,3606,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,4285251.894396489,4698677.310388826,413425.4159923375,209357.23573243743,204068.18025990005,3524,82,13,1213.771854944319,1612466.02614161,1738025.6059772978,125559.57983568775,98145.8167546534,27413.763081034358,742,0,89,1227.592272330705,54,670,18,MRI-ESM2-0,ssp126,2081_2100,central
core,lower,restricted,8503,4007,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,4827077.63548603,5284915.892063291,457838.2565772614,207655.5549801578,250182.7015971036,3885,122,221,32344.333548119263,890058.3480813954,977218.495215861,87160.14713446554,52366.77513891362,34793.37199555193,967,0,54,6662.095384073175,77,871,19,MRI-ESM2-0,ssp126,2081_2100,central
core,lower,unadjusted,8503,4007,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,4936071.889229732,5401964.337325225,465892.448095493,213067.9193556887,252824.52873980431,3885,122,221,34186.945111084,937239.0108704197,1030758.4167222418,93519.40585182213,54996.572787284145,38522.833064537976,964,0,54,8141.92147756967,77,868,19,MRI-ESM2-0,ssp126,2081_2100,central
core,upper,restricted,8503,3770,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,5702881.585728482,6179310.608755503,476429.02302702086,257390.82672770732,219038.19629931354,3678,92,14,1199.8282503292128,2121651.5621161642,2281470.286535629,159818.72441946497,118508.29924928762,41310.425170177325,1318,0,142,2137.713537412562,56,1244,18,MRI-ESM2-0,ssp126,2081_2100,central
core,upper,unadjusted,8503,3770,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,5818403.531549376,6301580.651700447,483177.12015107117,263266.484125914,219910.6360251572,3678,92,14,1273.0523964368751,2235274.5500362385,2403956.7099411474,168682.159904909,124588.29389805208,44093.866006856915,1314,0,142,2231.94895379479,56,1240,18,MRI-ESM2-0,ssp126,2081_2100,central
conservative,lower,restricted,8503,2885,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,3122481.5079363007,3439919.4114624714,317437.9035261705,146828.584082369,170609.31944380153,2786,99,170,26976.321944838186,601887.3330156216,661534.2513853536,59646.91836973192,37953.96092499875,21692.957444733172,476,0,43,6385.990348307755,128,324,24,MRI-ESM2-0,ssp126,2081_2100,historical_error_longer_ice
conservative,lower,unadjusted,8503,2885,7811,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,3194304.195021353,3517297.068699403,322992.8736780502,150376.47959741496,172616.39408063525,2786,99,170,28555.488435909418,632629.6964083306,696599.6528433926,63969.956435062086,39650.26759200476,24319.688843057324,472,0,43,7832.001910785685,128,320,24,MRI-ESM2-0,ssp126,2081_2100,historical_error_longer_ice
conservative,upper,restricted,8503,2706,7813,17984559.53491846,18532715.557784725,548156.0228662647,548156.0228662647,0.0,3864013.620576466,4200453.916149477,336440.29557301063,191636.5021617493,144803.79341126134,2631,75,15,1170.795912298009,1512694.1765394334,1632034.6335837487,119340.45704431509,92575.28707570612,26765.169968608978,699,0,89,1178.4538802872514,129,546,24,MRI-ESM2-0,ssp126,2081_2100,historical_error_longer_ice
